iter	MultiClass
776	0.1677119614
777	0.1676114265
778	0.1674286364
779	0.1673152758
780	0.1671648362
781	0.1670067754
782	0.166796962
783	0.1666567762
784	0.166477584
785	0.1663795057
786	0.1662818535
787	0.1661670501
788	0.1660534654
789	0.1658033672
790	0.1656201896
791	0.1653128727
792	0.1648841975
793	0.1647616001
794	0.1647188715
795	0.1645904433
796	0.1643711379
797	0.1642085857
798	0.1639298655
799	0.163812209
800	0.1636972699
801	0.1635428309
802	0.1633322735
803	0.1632552223
804	0.1630732173
805	0.1629716975
806	0.1628683986
807	0.1627421641
808	0.1625298833
809	0.1624526299
810	0.1623356695
811	0.1622860586
812	0.1621610582
813	0.1620298541
814	0.1619731107
815	0.1619086292
816	0.1617732917
817	0.1616730808
818	0.1615700524
819	0.1614248645
820	0.1613467768
821	0.1611145979
822	0.1609303761
823	0.160750773
824	0.1605580745
825	0.1603864714
826	0.1600833668
827	0.1599942455
828	0.1597692843
829	0.1595560358
830	0.1593915725
831	0.1592497597
832	0.159137411
833	0.1588266298
834	0.158712213
835	0.1585553733
836	0.1584127984
837	0.1582671493
838	0.1580586638
839	0.1579162084
840	0.1578413423
841	0.1576844249
842	0.1575798625
843	0.1575254656
844	0.1574488072
845	0.1573609518
846	0.1572787285
847	0.157166795
848	0.1570099557
849	0.156951717
850	0.1568737164
851	0.1567933679
852	0.1566007565
853	0.1564383576
854	0.1563189667
855	0.1562713005
856	0.1561739369
857	0.1560920691
858	0.1559720885
859	0.1557995272
860	0.1556730402
861	0.1556182919
862	0.1554485965
863	0.1552475616
864	0.1551521251
865	0.1550977942
866	0.1550130509
867	0.1548604375
868	0.1547584717
869	0.1547034961
870	0.1546570767
871	0.1543935592
872	0.1542571918
873	0.1540633743
874	0.1538670767
875	0.1537084015
876	0.1535624757
877	0.1534651872
878	0.1532941896
879	0.1531804518
880	0.1530917909
881	0.1529789694
882	0.1528972193
883	0.1528422657
884	0.1527350896
885	0.1525933226
886	0.1523916249
887	0.1523408391
888	0.1521779706
889	0.1520427267
890	0.1518835007
891	0.151829983
892	0.1516266708
893	0.1514862341
894	0.1513764139
895	0.1512112021
896	0.1510947983
897	0.1509839201
898	0.1509502098
899	0.1508085722
900	0.1507136223
901	0.1506338577
902	0.1505194884
903	0.1502946849
904	0.1501537494
905	0.1500262623
906	0.1497588506
907	0.1496256243
908	0.1495139592
909	0.1493326473
910	0.1492319048
911	0.1490985101
912	0.1489356507
913	0.1488349853
914	0.1487338954
915	0.1485481413
916	0.1484213017
917	0.1481838229
918	0.1480978546
919	0.1479895677
920	0.1478882915
921	0.1476992135
922	0.1475314366
923	0.1473705595
924	0.1472638287
925	0.1471694575
926	0.1471219948
927	0.147054463
928	0.1468748799
929	0.1468081028
930	0.1465966622
931	0.1465345964
932	0.1464554957
933	0.1462450412
934	0.1461356592
935	0.1460040929
936	0.1458494064
937	0.1457222897
938	0.1456305454
939	0.1455638086
940	0.1453369079
941	0.1451560512
942	0.1450491641
943	0.1448770668
944	0.1448213726
945	0.1444694748
946	0.144367109
947	0.1442504242
948	0.1441701787
949	0.1440414471
950	0.1439673166
951	0.1439004199
952	0.1438149356
953	0.1436401093
954	0.1435073987
955	0.143347942
956	0.1431080338
957	0.1429953523
958	0.14291255
959	0.1427687977
960	0.1425994748
961	0.1424631068
962	0.1423146483
963	0.1421621044
964	0.1420621931
965	0.1419462375
966	0.1418077159
967	0.1417347019
968	0.1415826913
969	0.1414872863
970	0.1412605318
971	0.1411848762
972	0.140976816
973	0.1408172941
974	0.140722383
975	0.1405995439
976	0.1404321606
977	0.140194532
978	0.1401173415
979	0.1399852767
980	0.1398068098
981	0.1397217239
982	0.1396400049
983	0.139557647
984	0.1394719771
985	0.1393930955
986	0.1393311874
987	0.139245225
988	0.139092259
989	0.1389204479
990	0.138815856
991	0.1387006846
992	0.1385582668
993	0.1384446797
994	0.1383726798
995	0.1382732003
996	0.1381708886
997	0.1381075501
998	0.1379364595
999	0.1378372556
1000	0.1377034205
1001	0.1375401042
1002	0.1374838871
1003	0.1373358009
1004	0.1372445168
1005	0.1370418026
1006	0.1370022817
1007	0.1368594432
1008	0.1367840524
1009	0.1365803578
1010	0.1364248704
1011	0.136339182
1012	0.1362028227
1013	0.1361282555
1014	0.1359463807
1015	0.1358294574
1016	0.1357075228
1017	0.1355956861
1018	0.1355035931
1019	0.1354497336
1020	0.1353045065
1021	0.1352344655
1022	0.1351372462
1023	0.1349842906
1024	0.1349321462
1025	0.1347895503
1026	0.1346273467
1027	0.1345301258
1028	0.1343683647
1029	0.1341338057
1030	0.1339749837
1031	0.1338866713
1032	0.1337606896
1033	0.1336631565
1034	0.133554993
1035	0.1334482714
1036	0.1333500511
1037	0.1332664153
1038	0.1331771493
1039	0.1330369881
1040	0.1329518561
1041	0.1328730259
1042	0.1328161089
1043	0.1327494457
1044	0.132544219
1045	0.132355864
1046	0.1322303784
1047	0.1321678594
1048	0.1320170564
1049	0.1319123689
1050	0.1317924026
1051	0.1317184774
1052	0.1316832735
1053	0.131608627
1054	0.1314829481
1055	0.1314300819
1056	0.1312651631
1057	0.1311645669
1058	0.1310783639
1059	0.1309436711
1060	0.1308118947
1061	0.1307672607
1062	0.1307181366
1063	0.1306610633
1064	0.1305140633
1065	0.130453648
1066	0.1303965751
1067	0.1301606549
1068	0.1300142499
1069	0.1299380532
1070	0.1297724243
1071	0.1297284677
1072	0.1294985629
1073	0.1293723691
1074	0.1292910966
1075	0.1291758656
1076	0.1289055679
1077	0.1287551852
1078	0.1286837766
1079	0.1284302163
1080	0.1282976957
1081	0.1282302836
1082	0.1280154458
1083	0.1279062125
1084	0.1277320499
1085	0.1276119302
1086	0.1274760901
1087	0.1273695349
1088	0.1271960586
1089	0.1271043719
1090	0.1270371009
1091	0.1269554358
1092	0.1268952459
1093	0.1267461816
1094	0.1266968248
1095	0.126638965
1096	0.1265691335
1097	0.1264505024
1098	0.1264232548
1099	0.1263615332
1100	0.126305214
1101	0.1261508364
1102	0.1260900424
1103	0.1260228827
1104	0.1259398565
1105	0.1258736254
1106	0.1258352724
1107	0.1257958722
1108	0.1257293165
1109	0.1256999947
1110	0.1256292241
1111	0.1254905233
1112	0.125366293
1113	0.1252774717
1114	0.1251867113
1115	0.1250628614
1116	0.1249763753
1117	0.1248355945
1118	0.1246723417
1119	0.1245468635
1120	0.12444077
1121	0.1242853278
1122	0.1241117707
1123	0.1239791844
1124	0.1239507034
1125	0.1238508605
1126	0.123754636
1127	0.1236830879
1128	0.1235855716
1129	0.123519204
1130	0.1233222355
1131	0.1232062213
1132	0.1230984523
1133	0.1229737139
1134	0.1229314187
1135	0.1228654365
1136	0.1227145608
1137	0.1226570345
1138	0.1225888348
1139	0.1224709579
1140	0.1223598135
1141	0.122261474
1142	0.1221407782
1143	0.1219906462
1144	0.1219311819
1145	0.121774782
1146	0.121680347
1147	0.121555657
1148	0.1214176431
1149	0.1213693231
1150	0.1212605071
1151	0.1210688854
1152	0.1209465385
1153	0.1208930345
1154	0.1206985766
1155	0.1205417433
1156	0.1204596191
1157	0.1203937729
1158	0.1202286003
1159	0.1201372725
1160	0.1199647691
1161	0.1198912635
1162	0.1197853448
1163	0.1196910596
1164	0.1196164986
1165	0.1195060369
1166	0.1194397824
1167	0.1193273815
1168	0.1192941177
1169	0.1192227714
1170	0.1191599907
1171	0.1191181243
1172	0.1190724538
1173	0.1189423026
1174	0.1188568099
1175	0.118674485
1176	0.1186272643
1177	0.1185453836
1178	0.1184801991
1179	0.118313718
1180	0.1182388384
1181	0.1180490511
1182	0.1179957207
1183	0.1179370899
1184	0.1176889199
1185	0.1175848452
1186	0.1174740872
1187	0.1174250335
1188	0.1173195855
1189	0.1172391175
1190	0.1171123349
1191	0.1169880861
1192	0.1169158759
1193	0.1168492459
1194	0.1167733886
1195	0.1166615845
1196	0.1165242045
1197	0.1164600438
1198	0.1162412415
1199	0.1162204198
1200	0.1160771328
1201	0.1159505574
1202	0.1158313611
1203	0.1157307016
1204	0.1156891337
1205	0.1155882799
1206	0.115483689
1207	0.1154267969
1208	0.1153765297
1209	0.115286843
1210	0.1152236236
1211	0.1151787146
1212	0.115018644
1213	0.114921644
1214	0.1148435322
1215	0.1147145262
1216	0.1145988302
1217	0.1145219273
1218	0.114478333
1219	0.1144268846
1220	0.1142762348
1221	0.1141339205
1222	0.1140416902
1223	0.1140294436
1224	0.1139526394
1225	0.113820384
1226	0.1136731227
1227	0.1135535178
1228	0.1134104864
1229	0.1133522201
1230	0.1132751561
1231	0.1132136088
1232	0.1130490149
1233	0.1129890243
1234	0.1129021085
1235	0.1128054346
1236	0.1126944749
1237	0.1125677898
1238	0.11250507
1239	0.112416626
1240	0.1123191622
1241	0.1122581468
1242	0.1121307546
1243	0.1120707791
1244	0.1119601799
1245	0.111865574
1246	0.1117756765
1247	0.1117054406
1248	0.111659416
1249	0.1115613775
1250	0.1114362814
1251	0.1113738678
1252	0.1113183265
1253	0.1111904552
1254	0.1111000849
1255	0.1110220825
1256	0.1109683192
1257	0.1108472527
1258	0.1107716914
1259	0.1107302423
1260	0.1106727443
1261	0.1106208683
1262	0.1105571196
1263	0.1104499355
1264	0.1103754644
1265	0.1102857252
1266	0.1102112411
1267	0.1101211983
1268	0.1100800998
1269	0.110044158
1270	0.1099073442
1271	0.1098196938
1272	0.1097274613
1273	0.1096702562
1274	0.1095584871
1275	0.109518403
1276	0.1094616489
1277	0.1093551957
1278	0.1092876372
1279	0.1091760901
1280	0.1090739532
1281	0.1090412253
1282	0.1089395154
1283	0.1088784733
1284	0.1088194835
1285	0.1087533548
1286	0.1087080813
1287	0.1086389928
1288	0.108581555
1289	0.1085002676
1290	0.1083490277
1291	0.1082411299
1292	0.1081530791
1293	0.1080779718
1294	0.1079776948
1295	0.1078534742
1296	0.1077020626
1297	0.107653788
1298	0.1075318334
1299	0.1074720135
1300	0.1073055729
1301	0.107245601
1302	0.1071877287
1303	0.1071313705
1304	0.1070352942
1305	0.1070014527
1306	0.1069242206
1307	0.1068463929
1308	0.106741937
1309	0.1066276276
1310	0.1065678863
1311	0.1065250042
1312	0.1064026655
1313	0.1063662111
1314	0.1062995242
1315	0.1062549447
1316	0.106157458
1317	0.1060351708
1318	0.1059968905
1319	0.1059154589
1320	0.1058559393
1321	0.1057156326
1322	0.1056176277
1323	0.1055355962
1324	0.1054844397
1325	0.1054443376
1326	0.105384592
1327	0.1053524079
1328	0.1052939865
1329	0.1052334202
1330	0.105162484
1331	0.1050976965
1332	0.1049992701
1333	0.1049075289
1334	0.1046770183
1335	0.1046333267
1336	0.1045543245
1337	0.1045019785
1338	0.1044650546
1339	0.1044285291
1340	0.1043791313
1341	0.1042771973
1342	0.1042394866
1343	0.1041693074
1344	0.1041086626
1345	0.1040271214
1346	0.1039887488
1347	0.1039151262
1348	0.1037679742
1349	0.1036395187
1350	0.1036089911
1351	0.1035231808
1352	0.1034225498
1353	0.1033011849
1354	0.1032477002
1355	0.1031539558
1356	0.1030465413
1357	0.1029420429
1358	0.1029046256
1359	0.1028089281
1360	0.1027000254
1361	0.1026534342
1362	0.1026253638
1363	0.1025485666
1364	0.1023719039
1365	0.1022509394
1366	0.1021661898
1367	0.1021077484
1368	0.1020640364
1369	0.102037342
1370	0.101958122
1371	0.1017935221
1372	0.1017246427
1373	0.1016415793
1374	0.1015854563
1375	0.1014310382
1376	0.1013635479
1377	0.1013087795
1378	0.1012740157
1379	0.1011438202
1380	0.1009887201
1381	0.1008983361
1382	0.1008318694
1383	0.1007228438
1384	0.1007088173
1385	0.1006164709
1386	0.1005509398
1387	0.1004771914
1388	0.100422984
1389	0.1003162517
1390	0.1001766901
1391	0.1001055078
1392	0.10003105
1393	0.09991296238
1394	0.09984207324
1395	0.09976698271
1396	0.09974072257
1397	0.09966807958
1398	0.0995667059
1399	0.099496349
1400	0.09944724384
1401	0.09939354091
1402	0.09931680403
1403	0.099270223
1404	0.09922265571
1405	0.09915148784
1406	0.09907800552
1407	0.09896686851
1408	0.09891009265
1409	0.09886730962
1410	0.0987120154
1411	0.09868357637
1412	0.09859652935
1413	0.09850282093
1414	0.09845942389
1415	0.09840312133
1416	0.09829792181
1417	0.09824066137
1418	0.09814697013
1419	0.09805830224
1420	0.09799011791
1421	0.09797416193
1422	0.0979239696
1423	0.09787739166
1424	0.09781368146
1425	0.09771071127
1426	0.09764863603
1427	0.09759942263
1428	0.09747889503
1429	0.09740154887
1430	0.09736039523
1431	0.09733064062
1432	0.09730012682
1433	0.09723347698
1434	0.09717848072
1435	0.0971475749
1436	0.09711109094
1437	0.09707168607
1438	0.09704687735
1439	0.09696268689
1440	0.09686946999
1441	0.09682601428
1442	0.09677634625
1443	0.09667946494
1444	0.0965598181
1445	0.09650539204
1446	0.09641030802
1447	0.09631111393
1448	0.09621822868
1449	0.09614888617
1450	0.09608650801
1451	0.09601751011
1452	0.09594426796
1453	0.09586656788
1454	0.09581498065
1455	0.09578391705
1456	0.09569174802
1457	0.09557442961
1458	0.09552639848
1459	0.09545709726
1460	0.09537541523
1461	0.09529717632
1462	0.09523907858
1463	0.09517654264
1464	0.09512659602
1465	0.09500219253
1466	0.09490327013
1467	0.09487437787
1468	0.09483326084
1469	0.0947140721
1470	0.09466166851
1471	0.09460311019
1472	0.09455241676
1473	0.09449778561
1474	0.09444990982
1475	0.09438118865
1476	0.09433210216
1477	0.09428711301
1478	0.09424818595
1479	0.09421756121
1480	0.09418157251
1481	0.09412512726
1482	0.09403406637
1483	0.09396261219
1484	0.09389502337
1485	0.09382820545
1486	0.09374135425
1487	0.09367080064
1488	0.09353882739
1489	0.09350079536
1490	0.09346565529
1491	0.09340527032
1492	0.0933637088
1493	0.09331656172
1494	0.09324739682
1495	0.09318191864
1496	0.09313234488
1497	0.09307956035
1498	0.09299270944
1499	0.09293820508
1500	0.09285352785
1501	0.09275916658
1502	0.09267316665
1503	0.0925645297
1504	0.09252917435
1505	0.09246817173
1506	0.09242405082
1507	0.09234816359
1508	0.0923171749
1509	0.09229269616
1510	0.09221976254
1511	0.09214831616
1512	0.09209674505
