iter	Passed	Remaining
1116	5951	2307
1117	5956	2301
1118	5962	2296
1119	5967	2291
1120	5972	2285
1121	5977	2280
1122	5983	2275
1123	5989	2269
1124	5994	2264
1125	6000	2259
1126	6005	2254
1127	6011	2248
1128	6016	2243
1129	6022	2238
1130	6027	2233
1131	6033	2227
1132	6038	2222
1133	6043	2217
1134	6048	2211
1135	6053	2206
1136	6059	2200
1137	6064	2195
1138	6069	2190
1139	6074	2184
1140	6080	2179
1141	6085	2174
1142	6090	2168
1143	6095	2163
1144	6101	2158
1145	6107	2152
1146	6112	2147
1147	6118	2142
1148	6123	2137
1149	6128	2131
1150	6134	2126
1151	6140	2121
1152	6145	2116
1153	6151	2110
1154	6156	2105
1155	6162	2100
1156	6168	2095
1157	6174	2090
1158	6180	2085
1159	6186	2079
1160	6192	2074
1161	6197	2069
1162	6202	2064
1163	6208	2058
1164	6213	2053
1165	6218	2047
1166	6223	2042
1167	6229	2037
1168	6234	2031
1169	6239	2026
1170	6244	2020
1171	6249	2015
1172	6254	2010
1173	6259	2004
1174	6264	1999
1175	6270	1994
1176	6275	1988
1177	6280	1983
1178	6285	1977
1179	6290	1972
1180	6296	1967
1181	6301	1961
1182	6306	1956
1183	6311	1951
1184	6317	1945
1185	6322	1940
1186	6327	1935
1187	6332	1929
1188	6337	1924
1189	6343	1918
1190	6348	1913
1191	6354	1908
1192	6360	1903
1193	6366	1898
1194	6371	1892
1195	6377	1887
1196	6382	1882
1197	6387	1876
1198	6392	1871
1199	6397	1865
1200	6402	1860
1201	6408	1855
1202	6413	1849
1203	6418	1844
1204	6423	1839
1205	6429	1833
1206	6434	1828
1207	6439	1823
1208	6444	1817
1209	6449	1812
1210	6454	1806
1211	6459	1801
1212	6465	1796
1213	6469	1790
1214	6475	1785
1215	6480	1779
1216	6485	1774
1217	6490	1769
1218	6495	1763
1219	6500	1758
1220	6505	1753
1221	6511	1747
1222	6516	1742
1223	6521	1736
1224	6526	1731
1225	6532	1726
1226	6537	1721
1227	6543	1715
1228	6549	1710
1229	6555	1705
1230	6560	1700
1231	6565	1694
1232	6571	1689
1233	6576	1684
1234	6581	1678
1235	6586	1673
1236	6592	1668
1237	6597	1662
1238	6602	1657
1239	6607	1651
1240	6613	1646
1241	6618	1641
1242	6623	1635
1243	6628	1630
1244	6633	1625
1245	6638	1619
1246	6643	1614
1247	6648	1608
1248	6653	1603
1249	6658	1598
1250	6664	1592
1251	6669	1587
1252	6674	1582
1253	6679	1576
1254	6685	1571
1255	6690	1566
1256	6695	1560
1257	6701	1555
1258	6706	1550
1259	6712	1544
1260	6718	1539
1261	6724	1534
1262	6729	1529
1263	6734	1523
1264	6740	1518
1265	6745	1513
1266	6750	1507
1267	6755	1502
1268	6761	1497
1269	6766	1491
1270	6771	1486
1271	6776	1481
1272	6781	1475
1273	6786	1470
1274	6792	1465
1275	6797	1459
1276	6802	1454
1277	6807	1448
1278	6812	1443
1279	6818	1438
1280	6823	1432
1281	6829	1427
1282	6835	1422
1283	6840	1417
1284	6845	1411
1285	6850	1406
1286	6855	1400
1287	6860	1395
1288	6865	1390
1289	6871	1384
1290	6876	1379
1291	6881	1374
1292	6886	1368
1293	6892	1363
1294	6898	1358
1295	6904	1353
1296	6911	1348
1297	6916	1342
1298	6922	1337
1299	6927	1332
1300	6933	1326
1301	6938	1321
1302	6943	1316
1303	6948	1310
1304	6953	1305
1305	6958	1300
1306	6963	1294
1307	6969	1289
1308	6974	1284
1309	6979	1278
1310	6984	1273
1311	6989	1267
1312	6995	1262
1313	7000	1257
1314	7005	1251
1315	7010	1246
1316	7016	1241
1317	7021	1235
1318	7026	1230
1319	7031	1225
1320	7036	1219
1321	7041	1214
1322	7046	1209
1323	7052	1203
1324	7057	1198
1325	7062	1193
1326	7067	1187
1327	7073	1182
1328	7079	1177
1329	7085	1172
1330	7091	1166
1331	7096	1161
1332	7101	1156
1333	7107	1150
1334	7112	1145
1335	7117	1140
1336	7123	1134
1337	7128	1129
1338	7133	1124
1339	7139	1118
1340	7144	1113
1341	7149	1108
1342	7154	1102
1343	7159	1097
1344	7164	1092
1345	7169	1086
1346	7175	1081
1347	7180	1075
1348	7185	1070
1349	7190	1065
1350	7195	1059
1351	7200	1054
1352	7205	1049
1353	7210	1043
1354	7216	1038
1355	7221	1033
1356	7226	1027
1357	7231	1022
1358	7236	1017
1359	7241	1011
1360	7247	1006
1361	7253	1001
1362	7259	995
1363	7265	990
1364	7271	985
1365	7277	980
1366	7283	975
1367	7289	969
1368	7294	964
1369	7299	959
1370	7305	953
1371	7310	948
1372	7316	943
1373	7321	937
1374	7326	932
1375	7331	927
1376	7337	921
1377	7342	916
1378	7347	911
1379	7352	905
1380	7357	900
1381	7363	895
1382	7368	889
1383	7373	884
1384	7378	879
1385	7383	873
1386	7388	868
1387	7393	862
1388	7398	857
1389	7404	852
1390	7409	846
1391	7414	841
1392	7420	836
1393	7425	830
1394	7430	825
1395	7437	820
1396	7442	815
1397	7448	809
1398	7454	804
1399	7459	799
1400	7465	793
1401	7470	788
1402	7476	783
1403	7481	777
1404	7486	772
1405	7491	767
1406	7496	761
1407	7502	756
1408	7507	751
1409	7512	745
1410	7517	740
1411	7522	735
1412	7528	729
1413	7533	724
1414	7538	719
1415	7543	713
1416	7548	708
1417	7553	703
1418	7558	697
1419	7564	692
1420	7569	687
1421	7574	681
1422	7579	676
1423	7584	671
1424	7589	665
1425	7594	660
1426	7599	655
1427	7604	649
1428	7610	644
1429	7616	639
1430	7622	633
1431	7627	628
1432	7633	623
1433	7639	617
1434	7645	612
1435	7650	607
1436	7656	602
1437	7662	596
1438	7667	591
1439	7673	586
1440	7678	580
1441	7684	575
1442	7689	570
1443	7695	564
1444	7701	559
1445	7706	554
1446	7711	548
1447	7717	543
1448	7722	538
1449	7727	532
1450	7733	527
1451	7738	522
1452	7744	517
1453	7749	511
1454	7755	506
1455	7760	501
1456	7765	495
1457	7771	490
1458	7777	485
1459	7782	479
1460	7788	474
1461	7794	469
1462	7799	463
1463	7805	458
1464	7811	453
1465	7816	447
1466	7822	442
1467	7827	437
1468	7832	431
1469	7837	426
1470	7842	421
1471	7848	415
1472	7853	410
1473	7858	405
1474	7863	399
1475	7868	394
1476	7873	389
1477	7878	383
1478	7883	378
1479	7888	373
1480	7894	367
1481	7899	362
1482	7904	357
1483	7909	351
1484	7914	346
1485	7919	341
1486	7925	335
1487	7930	330
1488	7935	325
1489	7940	319
1490	7945	314
1491	7951	309
1492	7956	303
1493	7961	298
1494	7966	293
1495	7971	287
1496	7978	282
1497	7983	277
1498	7989	271
1499	7995	266
1500	8000	261
1501	8006	255
1502	8011	250
1503	8016	245
1504	8021	239
1505	8026	234
1506	8032	229
1507	8037	223
1508	8042	218
1509	8047	213
1510	8053	207
1511	8058	202
1512	8063	197
1513	8069	191
1514	8074	186
1515	8079	181
1516	8084	175
1517	8089	170
1518	8095	165
1519	8100	159
1520	8105	154
1521	8110	149
1522	8115	143
1523	8120	138
1524	8126	133
1525	8131	127
1526	8136	122
1527	8141	117
1528	8146	111
1529	8152	106
1530	8157	101
1531	8163	95
1532	8169	90
1533	8174	85
1534	8180	79
1535	8185	74
1536	8190	69
1537	8195	63
1538	8201	58
1539	8206	53
1540	8211	47
1541	8216	42
1542	8222	37
1543	8227	31
1544	8232	26
1545	8237	21
1546	8243	15
1547	8248	10
1548	8253	5
1549	8258	0
